Geo_nios_3ch_0086	वेगनर ने भूगर्भीय भूतकाल में भूभाग के एक होने के पक्ष में कई प्रमाण दिए। 
Geo_nios_3ch_0087	ये प्रमाण ऐसे हैं जिन्हें आज भी नकारा नहीं जा सकता है।
Geo_nios_3ch_0088	दक्षिणी अमेरिका का पूर्वी तट अफ्रीका के पश्चिमी तट के समान है, जो समुद्र में कुछ गहराई तक जाकर इस के अनुरूप हो जाता है।
Geo_nios_3ch_0089	कुछ सीमा तक तटीय क्षेत्र और महासागरीय निमग्न तट समुद्री लहरों द्वारा बदल दिए गए हैं।
Geo_nios_3ch_0090	दक्षिणी अमेरिका और अफ्रीका में  दक्षिणी अटलांटिक तट के पर्वत तंत्रों के दोनों महाद्वीपों में विस्तार की समानता है।
Geo_nios_3ch_0091	कोयला और वनस्पति सम्बन्धी प्रमाण
Geo_nios_3ch_0092	दक्षिणी अमेरिका, अफ्रीका, भारत और आस्ट्रेलिया में कोयले और वनस्पति का वितरण यह सिद्ध करता है कि, भूवैज्ञानिक काल में ये एक साथ जुड़े हुए थे। 
Geo_nios_3ch_0093	इन भूभागों पर कार्बोनीफेरस काल में उच्च स्तरीय हिमनदीय निक्षेप एक दूसरे से मेल खाते हैं, जिससे स्पष्ट होता है कि ये एक समय एक साथ थे। 
Geo_nios_3ch_0094	आज ये विभिन्न जलवायविक क्षेत्रों में है।
Geo_nios_3ch_0095	वेगनर द्वारा दिए गए उक्त प्रमाणों के अतिरिक्त अन्य प्रमाण (जिनका बाद में पता चला) भी महाद्वीपीय विस्थापन को प्रमाणित करते हैं।
Geo_nios_3ch_0096	पुराचुम्बकत्व विभिन्न युगों में, ध्रुव की दिशा का अध्ययन है। 
Geo_nios_3ch_0097	चुंबक से प्रभावित होने वाले खनिज जैसे हेमेटाइट, पाइरोटाइट, मैग्नेटाइट आदि पृथ्वी के चुम्बकीय ध्रुव की सीध में होते हैं और उस समय मैग्मा के घनीभवन में दर्ज हो जाते हैं।
Geo_nios_3ch_0098	यह पता चला है कि, इसमें समय-समय पर परिवर्तन हुए और ध्रुवों की स्थिति बदलती रही, किंतु यह परिवर्तन संपूर्ण पृथ्वी के लिए संभव नहीं था।
Geo_nios_3ch_0099	अतः यह भूखण्डों में परिवर्तन है न कि संपूर्ण पृथ्वी में, जो कि सिद्ध करता है कि, महाद्वीप अपनी स्थिति बदलते रहे हैं।
Geo_nios_3ch_0100	मध्य अटलांटिक कटक के सहारे मैग्मा समुद्र की सतह पर आकर ठोस हो जाता है। 
Geo_nios_3ch_0101	इससे एक नए क्षेत्र का निर्माण होता है और यह प्रक्रिया लाखों वर्षों से चल रही है।
Geo_nios_3ch_0102	यह महाद्वीपीय खंडों का विचलन कर रहा है जिससे अटलांटिक महासागर का आकार बढ़ रहा है, इसको ही समुद्री अधःस्तल का विस्तारण कहते हैं। 
Geo_nios_3ch_0103	यह महाद्वीपों के विस्थापन का अनूठा उदाहरण है। 
Geo_nios_3ch_0104	समुद्री अध:स्तल के विस्तारण और पुराचुम्बकत्व के अध्ययन द्वारा महाद्वीपीय विस्थापन के स्पष्टीकरण को ही सामान्य रूप से प्लेट विवर्तनिकी के रूप में जाना जाता है।
Geo_nios_3ch_0105	पृथ्वी की बाह्य ठोस और कठोर परत को भू-पृष्ठ कहा जाता है।
Geo_nios_3ch_0106	इसकी मोटाई सब जगह एक समान नहीं है। 
Geo_nios_3ch_0107	यह महासागरों के नीचे कहीं केवल 5 किलोमीटर मोटी है परन्तु कुछ पर्वतों के नीचे इसकी मोटाई 70 किलोमीटर तक है।
Geo_nios_3ch_0108	भू पृष्ठ के नीचे सघन शैलें पाई जाती हैं, जिन्हें मेंटल कहते हैं।
Geo_nios_3ch_0109	मेंटल का ऊपरी भाग धरातल से औसतन 100 किलोमीटर की गहराई तक ठोस है। 
Geo_nios_3ch_0110	यह ठोस मेंटल तथा ऊपरी भू-पृष्ठ मिलकर तुलनात्मक रूप से एक कठोर खंड का निर्माण करते हैं जिसे स्थलमंडल कहा जाता है।
Geo_nios_3ch_0111	मेंटल 100 से 250 किलोमीटर की गहराई के बीच आंशिक रूप से पिघला हुआ है।
Geo_nios_3ch_0112	इस क्षेत्र को दुर्बलता मण्डल कहते हैं।
Geo_nios_3ch_0113	इसे मोहो असंतति भी कहते हैं, यह भू-कम्पविज्ञानी मोहरोविक का संक्षिप्त नाम है, जिसने इसे खोजा था।
Geo_nios_3ch_0114	इन सब बातों को आप पिछले पाठ में पढ़ चुके हैं।
Geo_nios_3ch_0115	स्थलमंडल कई खंडों में विभाजित है।
Geo_nios_3ch_0116	इन खंडों को ही प्लेट कहते हैं।
Geo_nios_3ch_0117	ये प्लेट दुर्बलता मण्डल के ऊपर तैर रहे हैं।
Geo_nios_3ch_0118	सात मुख्य प्लेट हैं।
Geo_nios_3ch_0119	इन मुख्य प्लेटों के अतिरिक्त कुछ छोटे-छोटे प्लेट हैं, जिनकी संख्या लगभग 20 है।
Geo_nios_3ch_0120	इनमें से कुछ मुख्य प्लेट इस प्रकार हैं।
Geo_nios_3ch_0121	अरबी प्लेट, फिलीपीनी प्लेट, कोकोस प्लेट, नाजका प्लेट, कैरिबियन प्लेट, स्कोशिया प्लेट।
Geo_nios_3ch_0122	मुख्य और छोटे (गौण) प्लेट सम्पूर्ण पृथ्वी के धरातल का निर्माण करते हैं।
Geo_nios_3ch_0123	प्लेट विवर्तनिकी पृथ्वी पर भूमि और जल के वितरण को समझने का एक तरीका है।
Geo_nios_3ch_0124	विवर्तनिकी, प्लेटों का एक प्रकार से संचलन है।
Geo_nios_3ch_0125	इस संचलन से आंतरिक शक्तियों को समझाया गया है, जो कि भूपृष्ठ के वितरण, पर्वत श्रृंखलाओं के निर्माण और भूकम्प तथा ज्वालामुखी के वितरण के लिए उत्तरदायी हैं।
Geo_nios_3ch_0126	एक ब्रिटिश भूवैज्ञानिक आर्थर होम्स ने सन् 1928-1929 में बताया कि स्थलमंडल के नीचे संवहनीय धाराएँ विद्यमान हैं।
Geo_nios_3ch_0127	इन संवहनीय धाराओं का केंद्र तो ज्ञात नहीं है, परन्तु यह माना जाता है कि, धरातल के नीचे इसकी गहराई लगभग 100 से 250 किलोमीटर है।
Geo_nios_3ch_0128	ये धाराएँ रेडियोधर्मी खनिजों के विखंडन से उत्पन्न ऊर्जा द्वारा संचालित होती हैं।
Geo_nios_3ch_0129	रेडियोधर्मी खनिजों के एकीकरण और विखंडन से जो ऊष्मा उत्पन्न होती है वह आस पास की शैलों  को पिघला देती है।
Geo_nios_3ch_0130	इस तरह से संवहनीय धाराएँ चलनी प्रारंभ हो जाती हैं।
Geo_nios_3ch_0131	इन धाराओं को अपसरण और अभिसरण क्रियाओं के साथ क्रमशः आरोही और अवरोही क्रमों में वर्गीकृत किया गया है।
Geo_nios_3ch_0132	ऊपर उठती हुई संवहनीय धाराओं द्वारा गर्म और चिपचिपा पदार्थ ऊपर की ओर उठने लगता है।  
Geo_nios_3ch_0133	धरातल के नीचे लगभग 100 किलोमीटर की गहराई पर पहुँचने के बाद ये धाराएँ मुड़ जाती हैं, जिससे ऊपर की परत फट जाती है। 
Geo_nios_3ch_0134	पिघला हुआ पदार्थ टूटे हुए भाग में धंस जाता है और इस प्रकार से एक नए धरातल का जन्म होता है और एक भारी प्लेट विपरीत दिशा में खिसकने लगती है। 
Geo_nios_3ch_0135	यह मध्य महासागरीय कटक के नीचे होता है। 
Geo_nios_3ch_0136	दूसरी ओर दो जोड़ी अवरोही उष्मीय संवहनीय धाराएँ दो प्लेटों को आपस में जोड़ती हैं, यह आरोही सीमा बनाती है, जहाँ धंसाव की क्रिया होती है। 
Geo_nios_3ch_0137	संवहनीय धाराओं के कारण स्थलमंडल की प्लेट लगातार चलायमान रहती हैं।
Geo_nios_3ch_0138	प्लेट सीमाएँ अत्यन्त महत्वपूर्ण और उल्लेखनीय संरचनात्मक लक्षण हैं।
Geo_nios_3ch_0139	सीमाएँ अत्यन्त सुस्पष्ट और सरलता से पहचानी जाने वाली हैं। 
Geo_nios_3ch_0140	ये नवीन पर्वत तंत्रों, महासागरीय कटकों और गर्तों  से सम्बन्धित हैं।
Geo_nios_3ch_0141	प्लेट लगातार खिसक रहे हैं और इनके खिसकने की दिशा सापेक्षिक है। 
Geo_nios_3ch_0142	प्लेटों के खिसकने की दिशा के आधार पर आसानी से तीन प्रकार की प्लेट सीमाओं की पहचान की जा सकती है।
Geo_nios_3ch_0143	संवहनी धाराएँ रेडियोधर्मी पदार्थों से उत्पन्न होती हैं।
Geo_nios_3ch_0144	ये धाराएँ भूपृष्ठ की परत तक पहुँचते ही मुड़ जाती हैं। 
Geo_nios_3ch_0145	अपसरित धाराएँ भूपृष्ठ के मिलन क्षेत्र में खिंचाव पैदा करती हैं, जिससे ये टूट जाती हैं।
Geo_nios_3ch_0146	चुम्बकीय पदार्थ इस टूटे हुए भाग में घुसकर ठोस हो जाता है।
Geo_nios_3ch_0147	यह लगातार चलने वाली प्रक्रिया खंडों को विपरीत दिशा में धकेलकर एक नए क्षेत्र का निर्माण करती है, जिसे ’निर्माण क्षेत्र‘ कहते हैं।
Geo_nios_3ch_0148	अभिसरण सीमाओं पर नजदीक की दो प्लेटें एक दूसरे के बहुत पास आ जाती हैं और टकरा जाती हैं।
Geo_nios_3ch_0149	जब दोनों खंड महाद्वीपीय प्रकार के होते हैं, तो पर्वतों का निर्माण होता है।
Geo_nios_3ch_0150	जब एक खंड महाद्वीप तथा दूसरा महासागरीय होता है, तब भी इनकी सीमाओं के पास पर्वतों का निर्माण होता है। 
Geo_nios_3ch_0151	इसमें महाद्वीपीय प्लेट, महासागरीय प्लेट के ऊपर चढ़ जाती है। 
Geo_nios_3ch_0152	जब दोनों खंड महासागरीय होते हैं, तो दोनों टूट कर धंस जाते हैं और नीचे प्रवेश कर जाते हैं, जिससे गर्तों का निर्माण होता है।
Geo_nios_3ch_0153	इस प्रकार की सीमाओं पर भूकंप और ज्वालामुखी उद्भेदन प्रमुख हैं।
Geo_nios_3ch_0154	इन तीनों ही अवस्थाओं में, धरातलीय क्षेत्र कम हो जाता है इसलिए इसे ’विनाश का क्षेत्र‘ भी कहते हैं।
Geo_nios_3ch_0155	रूपान्तर भ्रंश सीमा वह होती है, जहाँ एक-दूसरे के पास स्थित प्लेट एक दूसरे से रगड़ते हुए विपरीत दिशाओं में खिसक जाते हैं। 
Geo_nios_3ch_0156	इनके खिसकने की दिशा एक दूसरे के साथ-साथ या विपरीत हो सकती है, परन्तु ये एक दूसरे के समान्तर खिसकते हैं।
Geo_nios_3ch_0157	इसलिए यहाँ न तो नये क्षेत्र का निर्माण होता है और न ही भूपर्पटी नष्ट होती है।
Geo_nios_3ch_0158	इसलिए इसे ’परिरक्षित क्षेत्र' कहते हैं।
Geo_nios_3ch_0159	प्लेट स्थाई लक्षण नहीं होते, वरन इनका आकार और आकृति बदलती रहती है।
Geo_nios_3ch_0160	प्लेट विभाजित या पास के प्लेट से जुड़ सकती हैं।  
Geo_nios_3ch_0161	लगभग सभी विवर्तनिक हलचलें प्लेटों की सीमाओं पर होती हैं। 
Geo_nios_3ch_0162	प्लेट विवर्तनिक सिद्धान्त से पहले वेगनर द्वारा प्रतिपादित महाद्वीपीय विस्थापन के सिद्धान्त  की आलोचना विशेषरूप से उस ऊर्जा या शक्ति के लिए हुई थी जो महाद्वीपों को विस्थापित करती है। 
Geo_nios_3ch_0163	वास्तव में इस सिद्धान्त  को स्पष्ट प्रमाणों के होते हुए भी अस्वीकार कर दिया गया था। 
Geo_nios_3ch_0164	लेकिन समुद्री सतह के पदार्थों और पुराचुम्बकत्व में किए गए अन्वेषणों ने इस सिद्धान्त का समर्थन किया और 1960 में प्लेट विवर्तनिकी सिद्धान्त ने प्लेट संचलन के रचनातंत्र की समस्या को सुलझा दिया।
Geo_nios_3ch_0165	प्लेट विवर्तनिकी बनाम भूकम्प और ज्वालामुखी। 
Geo_nios_3ch_0166	पृथ्वी पर भूकंप और ज्वालामुखी का वितरण यह स्पष्ट कर देता है कि ये प्लेटों की सीमाओं से घनिष्टता से जुड़े हुए हैं।
Geo_nios_3ch_0167	प्लेटों की सीमाएँ वे क्षेत्र हैं जहाँ हर प्रकार की विवर्तनिक क्रियाएँ होती हैं।
Geo_nios_3ch_0168	प्लेटों के खिसकने से मुक्त हुई ऊर्जा भूकम्प और ज्वालामुखी के रूप में यहाँ अभिव्यक्त होती है।
Geo_nios_3ch_0169	आपने क्या सीखा।
Geo_nios_3ch_0170	पृथ्वी का धरातल गतिशील है।
Geo_nios_3ch_0171	यह गतिशीलता धरातल के नीचे क्रियाशील शक्तियों  (आंतरिक शक्तियाँ ) तथा धरातलीय/वायुमंडलीय शक्तियों (बाह्य शक्तियों)  के कारण है।
Geo_nios_3ch_0172	यह पृथ्वी पर हो रहा है जबकि पृथ्वी घूर्णन और परिक्रमण कर रही है।
Geo_nios_3ch_0173	धरातल असमतल है। 
Geo_nios_3ch_0174	अतः एक प्रकार का गतिशील साम्य हमेशा बना रहता है, जिसे भूमंडलीय संतुलन कहा जाता है।
Geo_nios_3ch_0175	बहुत से विद्वानों के विचारों के बाद एअरी और प्रैट के विचार अधिक स्पष्ट है।
Geo_nios_3ch_0176	एअरी ने सभी शैलों के समान घनत्व के सिद्धान्त  का प्रतिपादन किया ।
Geo_nios_3ch_0177	उन्होंने कहा कि सभी स्तंभों के अनुसार उनकी जड़ें होंगी ।
Geo_nios_3ch_0178	विशाल और ऊँचे पर्वतों की जड़ें भी नीचे बहुत बड़ी होंगी, जबकि पठार और मैदान जैसे निचले भागों की जड़ें छोटी होंगी।  
Geo_nios_3ch_0179	प्रैट ने माना कि पृथ्वी पर पाई जाने वाली विभिन्न शैलों का घनत्व अलग-अलग होगा।
Geo_nios_3ch_0180	एक निश्चित गहराई पर विभिन्न ऊँचाई और भार वाले स्तंभों की क्षतिपूर्ति हो जायेगी।
Geo_nios_3ch_0181	अतः अधिक ऊँचाई वाली राशि का घनत्व कम होगा, जबकि कम ऊँचाई वाली राशि का घनत्व अधिक होगा।
Geo_nios_3ch_0182	अतः दोनों ही भूमंडलीय संतुलन की समस्या का समाधान कर रहे हैं; लेकिन विभिन्न परिप्रेक्ष्य में। 
Geo_nios_3ch_0183	पृथ्वी पर भूमि और जल का वितरण स्थाई नहीं है।
Geo_nios_3ch_0184	यह बदल गया है, बदल रहा है और भविष्य में भी बदलेगा।  
Geo_nios_3ch_0185	यह परिवर्तित स्थिति वेगनर द्वारा प्रतिपादित महाद्वीपीय विस्थापन में अपरिष्कृत रूप में कही गई, परन्तु जिस रचनातंत्र की उन्होंने व्याख्या की, वह वैज्ञानिक नहीं था।
Geo_nios_3ch_0186	अतः इस सिद्धान्त को शक्तिशाली साक्ष्यों के होते हुए भी अस्वीकार कर दिया गया।
Geo_nios_3ch_0187	होम्स द्वारा प्रतिपादित संवहनीय धाराओं और प्लेट विवर्तनिक सिद्धान्त ने पृथ्वी के धरातल को समझने के लिए एक नई दृष्टि प्रदान की।
